freq_hz,vrms,pkpk,rel_db
20.0,0.6335734061345842,0.609378,-20.668475109738992
22.440369,2.209417552948132,6.500032,-0.10790063773412228
25.178508,2.2359958030224307,6.500032,-0.10790063773412228
28.250751,2.2223441512052537,6.4594068,-0.16235780444358738
31.697864,2.244207971984285,6.500032,-0.10790063773412228
35.565588,2.2498799136001533,6.5406572,-0.05378277021562283
39.905246,2.2423185036129145,6.500032,-0.10790063773412228
44.774423,2.2256130865371233,6.5406572,-0.05378277021562283
50.237729,2.2481339661032758,6.5812824,0.0
56.367659,2.2373647223470456,6.500032,-0.10790063773412228
63.245553,2.219320877182505,6.4594068,-0.16235780444358738
70.962678,2.2311991548478822,6.5812824,0.0
79.621434,2.2517246307783476,6.5406572,-0.05378277021562283
89.336718,2.2546937688899598,6.5406572,-0.05378277021562283
100.237447,2.2445904982492038,6.5406572,-0.05378277021562283
112.468265,2.2308815072006,6.5812824,0.0
126.191469,2.2574829643072647,6.5406572,-0.05378277021562283
141.589157,2.236133234548914,6.5406572,-0.05378277021562283
158.865647,2.2572552936554917,6.6219076,0.05345179722653981
178.250188,2.2602013940744445,6.5406572,-0.05378277021562283
200.0,2.2479520430605215,6.6219076,0.05345179722653981
224.403691,2.232839195618794,6.5812824,0.0
251.785082,2.2556100306316935,6.5406572,-0.05378277021562283
282.507509,2.237335658487863,6.5812824,0.0
316.978638,2.257182908001583,6.5812824,0.0
355.655882,2.259054099294091,6.5406572,-0.05378277021562283
399.052463,2.2486999037107096,6.5812824,0.0
447.744228,2.2302730124228187,6.5812824,0.0
502.377286,2.2494150862011626,6.500032,-0.10790063773412228
563.676586,2.237797684884487,6.500032,-0.10790063773412228
632.455532,2.2179253434917445,6.5812824,0.0
709.626778,2.2285453261739185,6.5406572,-0.05378277021562283
796.214341,2.248053064291852,6.5406572,-0.05378277021562283
893.367184,2.2483171957397965,6.5812824,0.0
1002.374467,2.2362947168704546,6.5406572,-0.05378277021562283
1124.68265,2.2217209869062953,6.5406572,-0.05378277021562283
1261.914689,2.2444340247965835,6.500032,-0.10790063773412228
1415.891569,2.220831170781063,6.500032,-0.10790063773412228
1588.656469,2.2375343769349314,6.5406572,-0.05378277021562283
1782.501876,2.236827791439423,6.4594068,-0.16235780444358738
2000.0,2.2214108994061856,6.500032,-0.10790063773412228
2244.036909,2.2036904484048905,6.4594068,-0.16235780444358738
2517.850824,2.2184391745726946,6.4187816,-0.21715855176416454
2825.075089,2.196946361612233,6.296906,-0.3836663274467895
3169.786385,2.2069404990494865,6.296906,-0.3836663274467895
3556.55882,2.197359648197473,6.3375312,-0.3278083237633851
3990.52463,2.1770912395638415,6.4187816,-0.21715855176416454
4477.442277,2.149098883374771,6.3375312,-0.3278083237633851
5023.772863,2.144891143209254,6.1344052,-0.6107613449892302
5636.765863,2.115277975749155,6.1750304,-0.5534285319571666
6324.55532,2.0488924822379637,6.0125296,-0.7850659829534692
7096.267785,2.023144096570534,5.9312792,-0.9032431751638761
7962.143411,1.9879660080845907,5.7687784,-1.1445334031914882
8933.671843,1.937877568827883,5.7281532,-1.2059180377450183
10023.744673,1.887607152421514,5.5250272,-1.519522123448267
11246.826504,1.8311682607692061,5.4437768,-1.648204323556465
12619.14689,1.746619232764167,5.1187752,-2.1828893885013603
14158.915688,1.6864117017747113,4.9968996,-2.3921980620646615
15886.564694,1.5885180488720951,4.7937736,-2.7526601447301093
17825.018763,1.4922832104646633,4.5500224,-3.2059398374489874
20000.0,1.3954608955048493,4.3062712,-3.6841829855572144
